EmployeeID,Age,DistanceFromHome,Education,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_num
2193,31,2,2,2,53960,7.0,17,1,3.0,2,1,0,0,1
2194,35,1,2,1,67960,0.0,13,0,5.0,2,4,3,2,1
2195,38,7,3,2,76250,1.0,15,0,4.0,2,4,0,3,0
2196,34,10,4,2,74120,1.0,24,0,14.0,4,14,4,11,0
2197,28,2,3,2,111590,1.0,12,0,5.0,2,5,0,4,0
2198,31,15,2,2,49600,1.0,15,0,10.0,3,10,6,7,1
2199,39,17,4,2,104750,3.0,11,1,8.0,3,5,1,4,0
2200,51,20,3,2,148140,2.0,11,1,14.0,2,4,3,2,0
2201,41,1,3,4,191410,3.0,12,1,12.0,2,6,3,3,0
2202,37,2,2,1,54050,7.0,15,0,8.0,3,6,1,3,0
2203,33,2,3,1,87930,6.0,17,0,8.0,2,5,1,2,0
2204,32,1,4,5,191890,0.0,12,1,4.0,3,3,1,2,0
2205,39,29,2,2,38750,3.0,15,0,13.0,3,6,0,5,0
2206,25,7,4,1,22160,2.0,13,3,6.0,2,3,1,2,0
2207,52,2,1,2,117130,2.0,14,0,24.0,2,5,0,2,0
2208,43,2,2,1,78610,1.0,14,2,20.0,1,20,1,8,0
2209,27,2,4,1,37080,1.0,16,2,6.0,2,6,4,4,0
2210,27,2,5,1,137700,1.0,18,1,8.0,3,8,7,7,1
2211,26,2,2,3,53040,0.0,20,1,5.0,2,4,1,1,0
2212,42,23,3,3,26420,0.0,13,1,21.0,3,20,0,9,0
2213,52,5,2,1,27590,9.0,18,1,12.0,6,5,0,4,0
2214,37,20,5,2,68040,4.0,13,1,8.0,1,3,0,2,0
2215,35,6,4,2,61420,2.0,15,1,10.0,2,2,2,2,0
2216,25,1,4,2,25000,4.0,14,2,7.0,2,3,0,2,0
2217,26,29,4,1,63890,0.0,22,0,8.0,2,7,0,7,0
2218,29,9,3,1,111030,1.0,12,0,10.0,5,10,0,9,0
2219,49,6,5,2,23420,3.0,18,0,20.0,2,4,1,3,1
2220,29,3,2,2,68110,0.0,15,1,9.0,2,8,7,7,1
2221,54,1,3,2,22970,6.0,18,2,29.0,2,20,12,7,0
2222,58,22,3,2,24500,3.0,12,1,32.0,2,9,1,5,0
2223,55,7,3,3,50930,2.0,16,1,31.0,3,7,0,0,0
2224,36,1,3,2,53090,3.0,13,0,15.0,5,5,0,1,0
2225,31,4,3,2,30570,1.0,19,0,1.0,3,1,0,0,1
2226,30,3,3,3,51210,7.0,13,0,8.0,4,3,0,2,0
2227,31,1,3,1,168560,3.0,12,1,9.0,3,3,1,0,0
2228,34,2,1,5,26860,5.0,11,0,10.0,3,4,1,3,0
2229,31,20,3,1,61800,1.0,14,1,1.0,2,1,0,0,1
2230,27,11,4,4,66320,0.0,16,0,6.0,3,5,1,4,0
2231,36,1,3,2,35050,1.0,12,2,10.0,2,10,1,8,0
2232,36,24,3,3,63970,4.0,14,1,11.0,3,3,0,2,0
2233,47,23,4,2,62740,7.0,14,2,17.0,0,6,1,2,0
2234,25,16,4,2,198590,3.0,19,0,6.0,3,3,2,2,1
2235,37,8,4,1,75870,0.0,22,1,7.0,5,6,1,3,0
2236,56,10,4,2,42580,2.0,16,0,5.0,2,3,1,0,0
2237,47,3,2,2,43640,3.0,11,1,26.0,3,20,5,6,0
2238,24,5,1,1,43350,1.0,15,1,5.0,5,5,0,3,0
2239,32,4,3,1,53260,4.0,14,1,7.0,2,4,0,3,0
2240,34,9,2,1,32800,5.0,13,0,7.0,3,5,0,2,0
2241,41,26,3,3,54850,2.0,17,2,7.0,2,4,0,3,0
2242,40,3,2,1,43420,3.0,11,1,11.0,6,8,0,7,0
2243,31,16,3,2,27820,1.0,19,1,13.0,5,13,9,9,0
2244,46,18,1,1,59800,4.0,11,1,28.0,2,7,4,3,1
2245,39,2,4,2,43810,2.0,15,2,11.0,1,1,0,0,1
2246,31,2,3,2,25720,1.0,13,3,10.0,3,10,4,7,1
2247,45,10,2,1,38330,2.0,14,0,24.0,1,7,0,7,0
2248,31,16,4,3,42440,9.0,13,0,8.0,3,3,0,2,0
2249,31,7,4,1,65000,6.0,23,1,7.0,5,2,2,2,1
2250,45,1,2,1,184300,4.0,12,1,10.0,5,3,1,2,0
2251,48,24,3,2,16010,4.0,12,0,15.0,3,2,2,2,0
2252,34,7,4,2,26940,1.0,16,1,2.0,3,2,2,2,1
2253,40,25,4,1,31490,2.0,15,1,16.0,1,9,4,8,0
2254,28,1,2,1,176390,0.0,13,1,6.0,0,5,1,3,0
2255,44,5,3,1,23190,3.0,18,0,7.0,4,5,0,3,0
2256,53,2,4,2,116910,4.0,20,0,35.0,2,9,8,8,0
2257,49,7,3,3,53240,2.0,19,0,20.0,2,3,1,2,0
2258,40,2,4,3,167520,2.0,18,1,8.0,3,3,1,2,0
2259,44,5,1,3,52280,1.0,13,0,6.0,2,5,1,3,0
2260,33,10,3,2,27000,0.0,14,3,5.0,2,4,0,3,0
2261,34,10,4,1,192460,3.0,15,1,15.0,5,13,3,12,0
2262,30,1,2,1,25060,8.0,22,0,4.0,3,2,2,2,0
2263,42,8,4,1,60620,1.0,22,2,12.0,2,12,5,8,0
2264,44,5,3,5,43820,7.0,16,2,11.0,2,1,0,0,0
2265,30,8,3,1,21430,1.0,17,1,1.0,2,1,0,0,0
2266,57,2,1,3,61620,0.0,14,0,13.0,5,12,2,8,0
2267,49,7,3,2,50940,3.0,15,0,29.0,5,8,0,7,0
2268,34,2,4,2,68770,7.0,20,0,16.0,3,14,6,9,0
2269,28,2,3,1,22740,3.0,20,1,5.0,5,3,1,2,1
2270,29,28,3,5,44340,5.0,17,3,7.0,1,5,0,0,1
2271,34,7,1,1,62880,0.0,15,1,16.0,2,15,10,10,1
2272,35,7,4,4,25530,1.0,14,1,1.0,4,1,0,0,0
2273,24,3,3,2,76540,2.0,17,1,4.0,3,0,0,0,1
2274,24,10,3,2,51600,1.0,17,1,1.0,3,1,0,0,0
2275,44,5,2,2,171590,5.0,22,1,16.0,1,2,2,2,0
2276,29,10,2,1,128080,1.0,13,0,10.0,6,10,0,4,0
2277,30,1,2,3,102210,0.0,19,1,6.0,2,5,1,3,0
2278,55,20,3,2,47790,0.0,14,1,4.0,6,3,1,2,0
2279,33,7,2,2,37370,8.0,22,2,8.0,2,5,0,2,0
2280,47,8,4,2,23660,3.0,17,0,11.0,5,5,1,2,0
2281,28,1,3,2,17060,7.0,12,0,8.0,3,0,0,0,1
2282,28,8,4,1,163070,1.0,16,0,1.0,3,1,0,0,0
2283,28,9,3,2,59330,0.0,11,0,5.0,3,4,1,3,0
2284,49,5,4,1,34240,4.0,11,0,10.0,3,3,1,2,0
2285,29,8,1,1,40370,0.0,14,0,4.0,2,3,0,2,0
2286,28,5,1,2,25590,1.0,11,0,8.0,3,8,1,7,0
2287,33,15,4,1,62010,2.0,15,3,14.0,2,0,0,0,0
2288,32,7,3,3,44030,2.0,20,0,10.0,3,5,0,0,0
2289,54,10,3,4,37610,3.0,12,0,26.0,3,14,1,12,0
2290,29,5,3,2,109340,6.0,17,2,11.0,2,9,0,7,1
2291,44,26,1,1,107610,3.0,11,1,24.0,5,20,14,17,0
2292,39,6,1,2,51750,4.0,17,1,9.0,2,2,2,2,0
2293,46,4,2,3,138260,8.0,11,0,23.0,1,13,5,1,0
2294,35,23,4,2,63340,1.0,14,0,11.0,2,11,3,3,0
2295,23,2,4,2,49360,0.0,19,1,5.0,2,4,1,2,0
2296,40,2,3,2,47750,3.0,15,1,15.0,3,5,1,0,1
2297,34,2,3,2,28180,1.0,13,1,10.0,2,10,8,6,0
2298,31,29,3,2,25150,1.0,14,0,7.0,3,7,7,7,1
2299,50,6,3,1,23420,1.0,12,1,32.0,2,32,13,9,0
2300,34,25,5,1,41940,0.0,17,2,12.0,3,11,5,7,0
2301,42,1,3,1,106850,4.0,11,3,4.0,2,1,0,0,0
2302,37,2,2,1,20220,1.0,12,0,10.0,1,10,3,7,0
2303,29,1,3,1,23140,3.0,13,0,9.0,5,7,0,7,0
2304,33,1,1,1,42560,1.0,13,3,5.0,1,5,0,2,0
2305,45,3,3,3,35800,4.0,20,1,8.0,1,5,0,3,0
2306,42,1,4,2,31620,2.0,17,2,24.0,1,20,13,9,0
2307,40,10,1,1,65240,0.0,13,1,9.0,2,8,7,1,0
2308,33,9,3,2,28990,1.0,17,0,15.0,3,15,5,7,0
2309,40,5,5,1,52310,1.0,12,2,21.0,4,21,7,7,0
2310,24,10,2,1,23560,0.0,13,0,2.0,5,1,0,0,0
2311,40,7,3,1,28000,3.0,12,2,8.0,0,2,2,2,0
2312,45,4,3,3,118360,1.0,22,0,10.0,2,10,7,7,0
2313,35,10,1,1,109030,0.0,11,0,6.0,3,5,4,2,0
2314,32,22,4,1,29730,3.0,22,0,12.0,0,7,2,5,0
2315,36,9,3,4,142750,3.0,18,1,7.0,5,3,1,2,0
2316,48,12,4,1,55620,8.0,13,1,18.0,2,8,7,7,0
2317,29,23,4,2,45370,6.0,18,1,5.0,5,1,0,0,0
2318,33,9,1,1,76420,2.0,20,1,8.0,2,2,2,2,0
2319,30,1,3,3,179240,1.0,13,2,10.0,2,10,6,7,1
2320,38,9,3,1,52040,3.0,13,1,10.0,2,6,1,2,0
2321,35,7,2,1,22770,1.0,12,1,3.0,2,3,1,2,0
2322,30,14,3,5,27950,3.0,13,0,9.0,4,4,1,3,0
2323,35,2,3,1,25320,1.0,13,0,1.0,2,1,0,0,1
2324,53,19,3,2,25590,0.0,25,0,34.0,2,33,1,9,1
2325,38,2,3,3,49080,4.0,19,1,7.0,3,5,1,4,1
2326,32,10,4,5,23800,4.0,13,0,9.0,5,6,1,2,0
2327,48,2,5,1,47650,8.0,12,1,10.0,4,8,7,6,0
2328,34,3,3,2,20440,1.0,11,0,1.0,2,1,0,0,0
2329,55,11,1,1,26930,1.0,18,0,36.0,6,36,2,13,0
2330,34,2,2,2,65860,9.0,18,1,9.0,3,2,2,1,0
2331,26,4,3,1,32940,1.0,11,0,1.0,6,1,0,0,0
2332,38,14,2,1,41710,0.0,23,0,10.0,4,9,7,7,0
2333,38,2,3,1,27780,2.0,13,0,8.0,5,3,1,2,0
2334,36,1,3,1,23770,6.0,13,2,15.0,3,1,0,0,0
2335,29,10,3,1,24040,1.0,17,0,10.0,3,10,1,5,0
2336,35,12,2,2,23180,3.0,19,0,10.0,4,5,0,4,0
2337,39,2,2,1,20080,2.0,12,0,11.0,3,7,7,6,0
2338,29,5,1,1,62440,1.0,22,0,6.0,3,6,1,3,0
2339,50,4,2,1,27990,4.0,12,1,27.0,0,1,0,0,0
2340,23,7,2,3,105520,2.0,11,0,4.0,2,2,2,2,0
2341,36,21,3,2,23290,3.0,15,0,9.0,2,3,0,2,0
2342,42,8,2,5,40140,8.0,13,1,24.0,3,1,0,1,0
2343,35,4,3,2,74030,1.0,12,1,10.0,4,10,6,8,0
2344,34,25,1,1,22590,1.0,14,0,8.0,2,8,7,7,0
2345,40,1,4,2,69320,1.0,13,0,5.0,5,5,1,2,0
2346,43,1,1,1,46780,5.0,25,1,8.0,0,6,0,2,0
2347,35,6,3,3,135820,1.0,17,1,1.0,3,1,0,1,0
2348,46,12,4,1,23320,1.0,11,0,27.0,2,26,0,12,0
2349,28,1,3,2,24130,1.0,16,1,1.0,2,1,0,0,1
2350,22,17,2,3,97050,1.0,18,2,4.0,3,4,1,3,0
2351,50,3,3,2,42940,2.0,20,0,32.0,2,30,12,13,0
2352,32,3,2,3,47210,3.0,14,1,6.0,3,3,0,2,0
2353,44,10,3,3,25190,0.0,21,2,23.0,2,22,1,10,0
2354,30,4,3,1,21210,1.0,13,1,6.0,2,6,1,1,0
2355,45,29,2,2,29730,1.0,12,0,10.0,2,10,1,4,0
2356,45,2,4,2,58550,1.0,14,1,10.0,3,10,4,5,0
2357,31,7,3,2,36170,7.0,21,1,10.0,5,5,0,3,0
2358,36,18,1,2,67250,9.0,17,1,7.0,3,3,1,1,0
2359,34,28,4,5,103250,1.0,11,1,9.0,3,9,7,2,0
2360,49,1,4,3,69490,1.0,14,1,10.0,2,9,1,4,0
2361,39,6,2,3,106090,2.0,17,1,10.0,2,7,7,7,0
2362,27,2,1,4,44470,1.0,13,0,7.0,4,7,0,7,0
2363,35,2,3,2,21570,1.0,25,0,16.0,1,16,1,10,0
2364,28,23,3,3,46010,0.0,15,2,6.0,2,5,0,0,0
2365,21,3,1,1,170990,1.0,14,1,3.0,2,2,2,2,0
2367,47,25,4,2,148520,3.0,19,3,27.0,3,5,1,0,0
2369,40,22,1,1,56660,1.0,14,1,18.0,2,18,14,12,0
2370,35,29,3,2,78230,1.0,13,1,15.0,3,14,2,9,0
2371,37,29,4,1,78800,3.0,12,1,9.0,2,4,0,2,0
2372,39,2,3,2,131940,0.0,11,0,10.0,2,9,3,8,0
2373,45,28,3,2,50670,1.0,11,2,10.0,3,10,3,9,0
2374,38,2,4,3,50790,3.0,11,0,10.0,3,5,0,2,0
2375,35,2,3,3,23210,9.0,12,1,15.0,0,13,6,0,1
2376,37,22,3,2,174440,1.0,14,0,8.0,4,8,7,7,0
2377,40,8,3,2,24040,6.0,17,0,18.0,2,4,3,3,0
2378,44,2,2,1,34520,4.0,11,1,14.0,2,10,0,2,0
2379,48,10,4,3,22700,2.0,14,3,23.0,2,2,2,2,0
2380,35,9,3,2,173990,6.0,12,0,7.0,3,2,2,2,1
2381,24,15,3,2,54880,1.0,22,1,6.0,6,6,1,3,0
2382,27,10,4,3,194190,7.0,14,1,5.0,2,3,0,2,0
2383,27,7,3,1,28110,2.0,20,0,6.0,3,4,1,2,0
2384,40,16,4,1,36330,3.0,16,2,10.0,0,4,0,3,1
2385,29,20,1,2,41630,9.0,15,1,8.0,4,5,1,4,0
2386,36,23,3,3,21320,4.0,20,0,9.0,1,3,0,2,0
2387,25,5,1,4,139730,1.0,14,0,7.0,3,7,0,7,0
2388,39,10,3,2,26840,4.0,12,0,7.0,2,5,1,0,0
2389,49,4,2,2,108450,3.0,24,0,27.0,4,4,1,2,0
2390,50,2,2,3,43770,5.0,12,1,19.0,2,14,1,11,0
2391,20,18,4,2,37430,1.0,13,1,2.0,2,2,2,2,0
2392,34,10,3,3,41480,1.0,11,0,11.0,3,11,7,9,0
2393,36,1,3,2,10510,2.0,14,0,15.0,2,4,1,3,0
2394,49,6,2,2,107390,2.0,11,3,30.0,3,15,2,12,0
2395,36,8,4,4,103880,0.0,14,0,4.0,2,3,1,2,0
2396,36,2,2,2,114160,6.0,16,0,13.0,2,5,0,4,0
2397,54,24,3,1,26000,3.0,14,0,36.0,5,10,4,7,0
2398,43,2,4,1,24220,1.0,11,1,14.0,2,14,6,11,0
2399,35,17,4,1,54720,3.0,11,1,13.0,3,11,6,7,1
2400,38,19,2,2,24510,7.0,12,1,19.0,3,13,2,9,0
2401,29,1,2,2,42400,1.0,14,0,10.0,2,10,0,9,0
2402,33,7,3,5,109990,1.0,18,3,6.0,3,6,0,4,0
2403,32,5,4,5,50030,0.0,13,0,10.0,5,9,1,6,0
2404,31,28,4,2,127420,1.0,11,0,10.0,4,10,0,2,0
2405,49,2,4,1,42270,4.0,18,0,17.0,3,2,2,2,0
2406,38,29,2,1,39170,1.0,15,3,4.0,2,4,3,3,0
2407,47,1,4,3,183030,6.0,22,1,29.0,2,3,1,2,0
2408,49,21,3,2,23800,4.0,13,0,23.0,3,8,0,0,0
2409,41,24,4,4,137260,3.0,12,0,21.0,6,2,0,2,0
2410,20,1,3,1,47770,1.0,18,1,2.0,3,2,0,2,0
2411,33,18,2,2,63850,1.0,13,0,7.0,6,6,1,2,0
2412,36,2,2,3,199730,6.0,12,0,10.0,2,3,0,2,0
2413,44,9,3,3,68610,4.0,12,0,8.0,2,2,2,2,0
2414,23,6,3,3,49690,1.0,12,0,5.0,3,5,1,2,1
2415,38,11,2,1,198450,7.0,11,1,7.0,3,0,0,0,0
2416,53,24,3,4,133200,3.0,11,0,11.0,2,4,1,2,0
2417,48,10,2,1,63470,2.0,12,1,19.0,3,9,7,7,1
2418,32,1,3,2,27430,1.0,19,1,1.0,2,1,0,0,1
2419,26,18,2,1,108800,1.0,23,1,7.0,5,7,5,7,0
2420,55,23,1,5,23420,5.0,11,2,8.0,2,4,1,2,0
2421,34,28,3,2,176500,1.0,19,1,15.0,6,15,4,13,0
2422,60,17,4,1,40250,3.0,13,1,19.0,5,1,0,0,0
2423,33,3,3,3,97250,1.0,11,0,14.0,0,14,2,13,0
2424,37,13,3,1,119040,1.0,12,1,6.0,4,6,1,3,0
2425,34,7,2,1,21770,1.0,13,0,10.0,5,10,8,7,0
2426,23,12,2,2,75250,1.0,14,2,3.0,2,3,0,2,1
2427,44,1,3,1,48340,1.0,14,0,9.0,1,8,6,7,0
2428,35,13,3,3,20420,0.0,16,0,6.0,2,5,1,4,0
2429,43,25,4,2,22200,1.0,11,0,10.0,2,10,8,8,0
2430,24,6,3,3,10520,1.0,13,0,5.0,3,5,0,4,0
2431,41,6,4,1,28210,1.0,17,0,10.0,3,10,8,7,0
2432,29,2,2,2,192370,9.0,11,1,9.0,2,5,1,2,0
2433,36,1,4,3,41070,3.0,11,1,17.0,2,13,6,7,0
2434,45,2,3,2,83960,3.0,15,2,25.0,3,23,14,4,0
2435,24,6,2,2,20070,1.0,12,0,1.0,2,1,0,0,1
2436,47,1,3,2,196270,7.0,11,2,25.0,1,23,14,10,1
2437,26,9,1,1,106860,1.0,14,1,3.0,2,3,0,2,0
2438,45,1,4,1,29420,1.0,22,1,21.0,4,21,8,6,0
2439,32,1,1,2,88580,6.0,16,1,10.0,2,5,1,3,0
2440,31,14,2,1,167560,1.0,11,2,6.0,5,5,0,3,0
2441,41,2,2,2,107980,6.0,14,2,10.0,5,3,1,2,0
2442,40,22,2,1,23230,2.0,16,1,18.0,2,1,0,0,0
2443,24,3,3,1,14160,1.0,15,1,6.0,3,6,1,2,0
2444,46,6,3,4,46150,6.0,12,0,19.0,3,10,0,9,0
2445,35,8,4,1,24610,2.0,20,1,17.0,4,7,0,7,0
2446,30,9,4,1,87220,1.0,17,1,10.0,3,10,0,8,0
2447,47,3,2,2,39550,7.0,12,1,4.0,5,1,0,0,0
2448,46,1,4,3,99570,4.0,20,0,13.0,1,10,0,3,0
2449,36,1,3,2,33760,5.0,20,0,16.0,3,2,2,2,1
2450,32,26,3,2,88230,6.0,13,2,10.0,3,0,0,0,1
2451,23,6,4,3,103220,1.0,14,2,3.0,2,3,1,2,0
2452,31,3,3,2,46210,2.0,18,1,9.0,3,5,1,4,0
2453,39,3,3,2,109760,1.0,11,0,9.0,3,9,5,8,0
2454,32,6,3,1,36600,3.0,11,2,10.0,0,4,0,2,0
2455,40,6,3,3,104820,1.0,11,1,21.0,6,21,12,8,0
2456,45,19,4,1,71190,4.0,15,0,9.0,2,5,0,3,0
2457,30,9,3,1,95820,0.0,12,1,10.0,2,9,0,7,0
2458,24,3,4,1,45080,0.0,11,1,3.0,5,2,2,1,0
2459,30,10,3,1,22070,6.0,14,0,6.0,4,4,1,2,1
2460,31,3,2,3,77560,1.0,15,2,6.0,3,5,0,2,0
2461,27,3,3,1,66940,1.0,13,1,6.0,2,6,1,4,0
2462,29,4,3,5,36910,1.0,13,0,2.0,3,2,2,2,1
2463,29,8,4,1,23770,8.0,21,1,10.0,2,3,0,2,0
2464,30,7,3,3,23130,2.0,11,0,12.0,5,7,1,7,0
2465,34,1,2,2,176650,0.0,11,0,6.0,5,5,1,2,0
2466,33,2,4,1,25960,8.0,14,1,13.0,4,11,1,7,0
2467,49,3,4,1,47280,3.0,11,1,8.0,4,5,0,4,0
2468,33,10,3,1,43020,2.0,13,0,11.0,3,0,0,0,1
2469,38,28,3,1,29790,4.0,12,1,9.0,3,6,0,5,0
2470,31,9,4,2,168850,2.0,14,2,10.0,2,1,0,0,1
2471,29,3,4,2,55930,1.0,13,1,1.0,3,1,0,0,0
2472,30,2,1,1,104450,3.0,18,1,10.0,3,7,1,7,0
2473,32,10,4,1,87400,2.0,11,1,12.0,2,7,0,7,0
2474,38,8,2,1,25140,3.0,11,0,15.0,2,1,1,0,0
2475,43,1,4,3,76550,9.0,12,1,6.0,3,1,0,0,1
2476,42,1,3,1,174650,8.0,13,1,7.0,3,5,0,4,0
2477,55,3,2,1,73510,8.0,20,1,34.0,3,1,0,0,0
2478,33,14,3,1,108200,5.0,12,0,11.0,2,9,1,7,0
2479,41,5,3,1,121690,1.0,19,0,5.0,2,5,0,4,0
2480,34,7,4,1,196260,1.0,21,0,15.0,5,15,0,7,0
2481,53,10,4,2,20700,4.0,13,2,27.0,2,3,0,2,0
2482,43,16,2,1,67820,0.0,16,1,10.0,2,9,1,8,0
2483,34,10,2,5,77790,5.0,12,1,6.0,2,2,2,2,0
2484,21,1,2,5,27910,1.0,14,0,1.0,3,1,1,0,1
2485,38,8,2,2,32010,1.0,11,1,5.0,3,5,0,4,0
2486,22,1,3,4,49680,1.0,14,0,1.0,3,1,0,0,1
2487,31,8,5,5,131200,1.0,12,2,13.0,6,12,5,7,0
2488,51,1,4,1,40330,2.0,14,0,15.0,2,2,2,2,0
2489,37,24,1,2,32910,1.0,16,3,5.0,2,5,0,3,0
2490,46,3,4,1,42720,7.0,13,0,24.0,3,2,2,2,0
2491,36,27,3,4,50560,7.0,12,0,15.0,2,12,5,7,0
2492,44,10,4,1,28440,1.0,12,0,6.0,2,5,2,3,1
2493,37,19,2,2,27030,2.0,14,0,19.0,2,10,4,7,0
2494,35,15,4,2,19040,1.0,22,1,10.0,4,10,7,7,1
2495,33,8,5,2,82240,6.0,19,0,14.0,3,10,7,6,0
2496,28,9,3,2,47660,1.0,12,0,5.0,3,5,0,3,0
2497,39,3,4,2,26100,7.0,12,0,9.0,2,4,2,2,0
2498,46,9,2,2,57310,8.0,17,0,6.0,2,2,2,2,0
2499,40,2,2,1,25390,4.0,12,1,7.0,3,4,0,2,0
2500,42,7,4,2,57140,5.0,11,0,10.0,2,0,0,0,0
2501,35,10,1,2,43230,2.0,18,3,15.0,3,7,1,7,0
2502,38,6,4,3,73360,5.0,11,0,13.0,3,11,3,8,0
2503,34,2,1,1,134990,4.0,23,2,11.0,2,7,0,7,1
2504,37,24,3,1,137580,1.0,11,1,10.0,5,10,0,8,1
2505,39,2,1,2,51550,2.0,18,1,7.0,3,2,2,2,0
2506,43,8,5,3,22580,4.0,18,0,7.0,2,3,1,2,0
2507,41,3,3,3,35970,3.0,13,1,11.0,2,3,1,2,0
2508,41,1,1,3,25150,0.0,18,0,23.0,2,22,13,5,0
2509,30,26,3,2,44200,9.0,11,0,9.0,3,7,0,2,0
2510,26,2,1,3,65780,0.0,15,2,6.0,3,5,1,4,1
2511,46,10,3,1,44220,4.0,11,1,13.0,2,9,3,7,1
2512,40,27,2,3,102740,4.0,18,0,12.0,3,5,0,3,0
2513,34,2,3,2,53430,1.0,14,0,10.0,5,10,4,8,0
2514,58,2,4,1,23760,4.0,12,1,37.0,3,16,14,14,0
2515,35,8,1,3,53460,0.0,14,0,6.0,3,5,0,3,0
2516,47,19,5,2,28270,8.0,14,1,28.0,3,22,14,10,0
2517,40,1,4,2,199430,2.0,13,1,15.0,3,7,7,7,0
2518,54,27,4,1,31310,4.0,14,0,14.0,3,7,1,7,0
2519,31,8,4,3,25520,2.0,18,0,9.0,2,3,2,2,0
2520,28,1,2,3,44770,1.0,15,0,3.0,6,3,1,2,0
2521,38,19,3,2,64740,2.0,13,2,20.0,3,4,0,3,0
2522,26,8,3,1,30330,1.0,12,0,5.0,2,5,1,2,0
2523,58,10,4,1,29360,2.0,13,1,23.0,3,2,2,2,0
2524,18,2,3,3,186060,1.0,24,2,0.0,4,0,0,0,0
2525,31,2,3,3,21680,0.0,14,1,2.0,2,1,0,0,1
2526,29,8,2,1,28530,4.0,14,1,4.0,5,2,2,0,1
2527,45,1,4,1,170480,4.0,15,0,10.0,3,8,5,7,0
2528,36,2,3,5,22900,4.0,11,0,15.0,5,1,0,0,0
2529,43,8,3,1,36000,1.0,23,0,7.0,2,7,7,7,0
2530,27,8,4,5,21070,0.0,13,0,6.0,2,5,0,2,0
2531,29,6,2,1,41150,1.0,11,0,11.0,1,11,3,10,0
2532,32,9,4,4,43270,8.0,13,0,4.0,4,0,0,0,0
2533,42,11,3,1,178560,3.0,18,0,10.0,2,6,3,3,0
2534,47,2,2,5,31960,4.0,14,1,7.0,3,2,2,0,0
2535,46,1,3,1,190810,3.0,21,0,12.0,2,9,4,7,0
2536,28,7,3,1,89660,1.0,16,1,3.0,3,3,2,2,0
2537,29,16,3,1,22100,8.0,11,1,11.0,4,7,1,6,0
2538,42,2,4,2,45390,4.0,17,1,8.0,5,0,0,0,0
2539,32,1,1,2,27410,7.0,11,0,7.0,3,2,2,2,1
2540,46,23,1,2,34910,2.0,14,0,25.0,0,19,2,8,0
2541,27,2,3,5,45410,1.0,14,2,9.0,4,9,5,8,0
2542,29,1,2,3,26780,1.0,25,1,1.0,3,1,0,0,0
2543,43,1,3,1,73790,7.0,13,2,21.0,3,16,6,14,0
2544,48,2,3,2,62720,4.0,14,0,29.0,3,22,12,9,0
2545,29,13,2,1,52200,1.0,17,0,1.0,3,1,1,0,1
2546,46,4,4,2,27430,5.0,25,1,14.0,1,8,0,7,1
2547,27,16,4,3,49980,0.0,20,2,8.0,3,7,7,3,0
2548,39,2,3,3,102520,8.0,13,1,7.0,3,2,2,2,0
2549,55,2,3,1,27810,8.0,13,1,19.0,2,5,0,4,0
2550,28,29,2,2,68520,1.0,18,1,1.0,2,1,0,0,0
2551,30,12,4,2,49500,1.0,12,2,1.0,3,1,0,0,1
2552,22,16,2,2,35790,1.0,19,3,1.0,3,1,0,0,1
2553,36,11,3,1,131910,1.0,14,1,10.0,2,10,1,7,0
2554,31,2,4,5,103770,1.0,14,0,10.0,2,10,0,2,0
2555,34,14,2,1,22350,2.0,14,1,9.0,2,5,1,0,0
2556,29,5,5,1,105020,3.0,12,0,11.0,4,3,1,2,0
2557,37,7,2,1,20110,5.0,13,0,16.0,4,5,0,4,0
2558,35,2,1,2,18590,0.0,25,1,4.0,2,3,0,2,0
2559,45,3,3,2,37600,0.0,14,1,10.0,2,9,3,8,0
2560,36,5,3,4,177790,1.0,17,1,10.0,5,10,0,8,0
2561,40,3,3,1,68330,2.0,13,0,22.0,3,19,11,16,0
2562,26,26,2,2,68120,1.0,13,0,1.0,2,1,1,0,0
2563,27,4,3,2,51710,0.0,20,1,9.0,1,8,0,7,0
2564,48,2,3,2,197400,3.0,14,0,24.0,2,22,4,7,0
2565,44,1,2,4,187110,2.0,12,1,10.0,0,2,2,2,0
2566,34,27,2,1,36920,1.0,12,1,5.0,5,5,3,0,1
2567,56,1,2,5,25590,1.0,21,0,5.0,3,4,1,0,1
2568,36,13,3,3,25170,2.0,14,0,12.0,3,4,1,3,0
2569,41,5,3,1,66230,5.0,18,0,14.0,3,5,1,4,0
2570,42,7,3,2,182650,9.0,12,1,18.0,4,13,5,7,0
2571,31,9,4,1,161240,2.0,23,1,8.0,2,5,1,4,0
2572,34,8,1,3,25850,3.0,12,0,9.0,5,4,0,1,0
2573,31,25,2,3,182130,8.0,21,2,4.0,3,2,2,2,0
2574,26,16,2,2,83800,0.0,14,0,8.0,3,7,7,7,0
2575,45,8,4,2,29940,4.0,18,1,12.0,2,4,0,3,0
2576,33,1,3,5,12230,1.0,13,1,10.0,3,10,0,9,0
2577,28,8,3,4,11180,1.0,11,0,7.0,3,7,0,7,0
2578,29,2,4,2,28750,1.0,11,0,1.0,3,1,0,0,1
2579,39,8,5,2,188240,6.0,19,1,10.0,4,3,1,2,0
